class,khaiii_text
직장 내 괴롭힘 대화,김 대 리 이리 오 보 부장 일 파일 내일 정리 해 박 대리 업무 처남 박 대리 어제 과음 힘들 김 대리 해 오늘 업무 많 상사 지시 듣 젓 뜻 잔말 말 정리 해 알
기타 괴롭힘 대화,못생기 그러 으 보 말 마 얼굴 보 구토 나오 같 말 심하 우웩 멧돼지 말 하 얼굴 다니 안 팔리 하 사실 말 틀리 말 하 그만 괴 롭 히 얼굴 그냥 안 살 진짜
직장 내 괴롭힘 대화,부장 내일 휴가 내 괜찮 생 지금 하 다시 말 생 지금 재밌 상황 나오 부장 지금 주변 사람 다 듣 지금 하 생리 생리 현상 창피
갈취 대화,우 예쁘 머 엄마 가방 사 예쁘 민지 하루 빌리 데이트 하루 쓰 안 엄마 사 친구 좋 머 빌리 안 오늘 처음 게 말 머 안 오빠 데이트 안 엄마 알 실망 데이트 날 아침 빌리 되 어렵 쓰 월요일 학교 줄 되 지 알 꼭 돌리
직장 내 괴롭힘 대화,김 사 원 오늘 표정 안 좋 피곤 같 그러 일 숙련도 떨어지 새끼 일 더 열심히 하 피 하 끼치 되 어쩐지 날 하 하 헤매 앞 더 노력 그러 말 더 노력 하 말 열정 없 사람 도 꾸중 듣 보통 능력 없 새끼 그러 애 월급 아깝
협박 대화,역시 가족 있 오 가족 인질 잡 사람 얼굴 보 꽤 힘들 이렇 보 있 가족 살리 살리 살리 대신 장기 정말 아직 정신 못 차리 나가 가족 죽 눈 지켜보 절대 안 되 건들 손 죽 장기 가져가 최 주사 맞 풀 조건
협박 대화,영상 내리 죽이 전 영상 조회 수 내리 마 얼굴 들어가 영상 이익 나 좋 초상 침해 고소 전 내리 동의 잊 소리 집어치우 손모가지 날리 전 좋 말 하 지워 개인 정보 동의서 찾아보 되 영상 저작 있 한 따지 얼굴 들어가 같 새끼 저작 있 직장 맞 신사역 가 실체 다 까발리 전 영상 내리 뒷조사 있 소름 돋 정말
갈취 대화,초등학생 이리 오 보 이리 오 자식 죽 이러 확 죽 조용히 이리 안 오 무섭 돈 얼마 있 다 내놓 돈 없 씨발 죽 살 가지 다 내놓 이러 산 가 확 묻 전 호주머니 있 다 내놓 이러
직장 내 괴롭힘 대화,김 사원 이리 오 팀장 일 도대체 옷 일 옷 회사 출근 때 옷 못 입 모르 오늘 캐주얼 데 이렇 입 캐주얼 데 회사 출근 너무 심하 편하 바꾸 정신 차 여기 회사
협박 대화,잘 지내 그동안 장기 잘 보관 장기 이번 보관 마지막 머 갑자기 나가 미치 이제 더 짓 하 들어오 하 말 기억 나가 때 걷 못 나가 기억 말 살리 빠져나가 싫 안 가 죽이 제발 살리 사람 살 사람 살 일 더 없 그러 죽 줄 자결 제발 제발 살리
기타 괴롭힘 대화,도시락 닭 다리 내놓 먹 형제 같 친구 새끼 괜히 피곤 주 알 잘 먹 더 주 보 주 지금 대들 미안 까불 마
직장 내 괴롭힘 대화,김 사원 커피 잔 김 사원 표정 상사 업무 지시 하 웃 대답 똑 부러지 대리 요즘 젊 친구 이렇 회사 생활 못 모르 요즘 젊 얘 버릇 없 버릇 쯧쯧 때 말 상사 커피 부탁 방긋방긋 웃 타 그 렇 김 사 원 김 사 원 대답 똑바로 못 그렇 바 리 사회 생활 못 업무 마음 들 굴기 잘 하 입사 넘 평사원 하
기타 괴롭힘 대화,말 항상 놀리 마 놀리 사실 얘기 크크 나 안 나 안 따르 하 마 크크 따르 하 마 듣 싫 아기 징징거리 하 알 나 리깔나 리 하 흑흑
협박 대화,차 안 빼 도끼 찍 일 열 받 시키 하 오후 지정주차 그러 말 같 소리 말 죽 싫 빼 진정 말장난 눈앞 차 치우 쇠사슬 영원히 묶 있 알 잠 시
갈취 대화,사진 사진 있 보내 돈 보내 사진 사람 다 뿌리 제정신 무 서 얼른 돈 보내 감옥 가 일 돈 있 돈 내놓 안 그러 평생 지옥 되 안
갈취 대화,지장 찍 이번 달 돈 정말 갚 오늘 기분 안 좋 맞 찍 그냥 찍 정말 못 찍 이번 달 돈 갚 그러셔 맞 지장 찍 재산 몰수 정말 안 맞 끝내 그냥 오늘 죽 알 찍 정신 차 리 재산 정말 안
갈취 대화,아저씨 서 보 말 배 고프 지금 수중 돈 다 떨어지 말 말 하 겁 아저씨 돈 있 요새 현금 들 다니 사람 있 아이 현금 안 들 다니 기 돈 뽑아오 은행 카드 없 편의점 기 돈 뽑 오 되 지금 갈취
직장 내 괴롭힘 대화,김해 주 임 엑셀 파일 마케팅부 정리 일 많 대신 부탁 하 지금 일 많 담당 업무 대신 같 상사 바쁘 잡이 대신 어렵 남 떠맡기 지금 싸우 말 대꾸 라면 해 알 빨리 처리 오늘 오후 정리
기타 괴롭힘 대화,왕 하 오늘 머리 감 오 왜 그 학폭위 모자 라 디 새끼 죽 환장 내버리 내 건드리 좋 없 친구 잘 아 건드리 좋 없 가 길 가 아오 진짜 오늘 집 가 길 조심 걱정 마 같 새끼 엄마 데리 오 새끼 지금 장난 하 확 참 참 얘랑 얽히 좋 없
직장 내 괴롭힘 대화,정 대리 이번 글 래머 스럽 입 오 지금 하 말 틀리 말 하 말 너무 성희 롱 같잖 이쁘 이쁘 하 소리 듣 꾸미 지 말 진짜 너무 심하 새끼 감히 대들 부장 참 요즘 시국 여자 너무 나대 알
기타 괴롭힘 대화,감자 왜 이렇 짜 고객 일 감자 너무 짜 감자 소금 고객 감자 튀 기 원래 소금 고객 소금 소금 말 많 직원 태도 따 야 사장 나오 고객 손 왕 모르 에 먹 소금 같 감자
기타 괴롭힘 대화,일 따라오 그러 그냥 닥치 따라오 따라오 진짜 어어 잘 보 국어 선생 닮 허 대박 똑같 아까 국어 선생 불리 혼나 알 모르 화풀이 상대 여깄 구 하 벙어리 말 하네 신고 하 있 해 그냥 짜지 살 학교
직장 내 괴롭힘 대화,김 대리 얘기 알 요새 회사 안 좋 소문 돌 알 소문 당사자 모르 안 되 젓 주 철판 까 말씀 모르 묻 양심 있 말씀 모르
기타 괴롭힘 대화,들 길동이 엄마 장애인이래 허 대박 진짜 장애인 엄마 하 밥 먹 다니 그렇 하 어쩐지 어우 냄새 엄마 냄새 안 나 안 나 어우 냄새 저리 진짜 냄새 안 나 그냥 똑같 밥 먹 똑 같 뭔 소리 니 엄마 장애인 똑같 말 같 으 엄마 장애인 울보 울보 흑흑
기타 괴롭힘 대화,장애인 새끼 팔병신 밖 돌아다니 안 대가리 병신 자식 팔 치 주제 팔 부러뜨리 그냥 가 길 가 공부 하 면 해 팔 나가 새끼 나중 딸 못 치 왼손잡이 그러 왼손 아작 내드리 대가리 고치 와 적어도 보 낫 개 병 신아 경찰 신고
갈취 대화,이리 오 보 저 말 오 그러 가지 다 내놓 돈 없 신발 좋 신 뒤지 나오 죽 있 돈 다 드리 때리 말시 있 드리
협박 대화,인스티지 글 내리 생각 있 죽 죽 죽 장난 내리 죽 아씨 손해 배상 청구 입 다물 내리 글 쓰 쓰 있 아직 정신 못 차리 그냥 내리 죽 진 짜 싫 자유 있
기타 괴롭힘 대화,주문 주 이리 안 오 빨리 드리 지금 안 보이 손 안 지나 빨리 주 서비스 엉망이 이리 늦 빨리 안 주 알 다
갈취 대화,있 돈 다 내놓 다 쏘 꺄 악 돈 가져오 저 새끼 말 못 알아처먹 먼저 죽 죄 다 죽 꼬나보 어쭈 말대꾸 그렇 잘나 가방 털어보 안 나오 죽 악
기타 괴롭힘 대화,어머 도윤 더 예쁘 진짜 고맙 진 짜 알 이쁘 아 꼴 미안 못생기 정도 알 알 알 가만히 있
갈취 대화,엄마 바람막 사주 바람막이 되 엄마 도대체 언제 적 이야기 하 엄마 이야기 싫 자꾸 이러 미안 엄마 잘 모르 주 입 이번 달 아빠 월급 조금 안 들어오 다음 달 사 안 진짜 짜증 나 구질구질 미안 아들 미안 엄마 손 끼 반지 도 주 이 외할머니 엄마 주 아들 엄마 외할머니 돌아가 지 되 이제 산사람 보 살 붙잡 안 주 콱 차도 뛰어들 좋 엄마 외할머니 반지 아끼 골 가 좋 있 아들 이제 말
협박 대화,친구 튀 불 진짜 모르 달리 친구 사라지 진짜 모르 요즘 청소년 간 배 밖 나오 편의점 담배 훔 치 배우 친구 시키 잘못 방금 코너 돌 전 친구 수 신호 하 보 제대로 불 안 불 다리 분지르 하 다리 부러뜨리 아주 그냥 미치 아저씨 보 친구 뛰어가 말 안 얘기 팰 잘 모르 살리
기타 괴롭힘 대화,기사 지금 휠체어 저상버스 다리 내리 탑승 있 하필 출근 시간 사람 많 다음 버스 타 안 지금 버스 못 타 지각 부탁 사람 다 타 마지막 타 부탁 다리 내리 빨리 타 기사 내리 정류장 차 많이 밀리 그냥 도로 내려 너무 위험 조금 인도랑 가까이 부 히 주시 감사 에 이 진짜 바쁘 죽 귀찮 죽 장애 면 집
갈취 대화,손들 돈 다 꺼내 카약 강도 돈 다 꺼내 밖 나가 알 비밀 번호 누르 돈 빼 있 빨리 새끼 수작 부리 악 잘못 총 진짜 쏘 있 말 잘 들
기타 괴롭힘 대화,뒤뚱거리 뒤뚱거리 더 있 놀리 마 다리 짧 얘기 그리 흥분 말 장애인 새끼 부르 이름 있 그 이름 있 자꾸 그렇 대꾸 마
갈취 대화,틴트 빌리 있 틴트 쓰 안 좋 빌리 그렇 힘드 위생 진짜 안 좋 쓰 약속 있 화장 되 어쩌 없 그냥 내놓 대충 조금 바르 안 잘 쓸 금방 돌려주 걱정 말 금방 돌리 주
갈취 대화,마시 사주 또 밥 사 담 살 이번 좋 말 지갑 없 그냥 돈 내 꺼지 싫 미안 지치
협박 대화,아주 세상 고개 치켜들 잘 살 그렇 살아보 식도 항문 확인 그렇 당당 자식 당당 표정 당당 몸 성 하 안구 심장 간 이 더 고맙 같 장기 해결 머리카락 흔적 없이 만들 장난 같 천천히 지키 자식 아 정말
기타 괴롭힘 대화,인테리어비 깎 진 짜 많이 깎 드리 맘 카페 운영진 알 카페 후기 잘 쓰 더 깎 까 어떻 사모 인건비 안 나오 다 남 없 다 업자 하 그렇 말 진짜 안 사장 그냥 통 크 하 아직 젊 같 업체 망하 큰일 괜히 입소문 타 좋 없 생각 좀 하
직장 내 괴롭힘 대화,인계 받 때 업무 그 새롭 잘 모르 보통 담당 다 하 인계 미리 받 그전 작업 다 하 갑자기 이러 바쁘 알 원래 담당 그러 물어보 일 진행 지 회사 진행 인계 받 알 이렇 막무가내 진행 없 아직 회사일 잘 모르 있 맡 하
협박 대화,할머니 담배 사 주 어 리 놈 어린놈 강냉이 다 털리 안 남 이빨 다 뽑히 어리 어 할머니 처 맞 사 치 무식 노인 촉법 소년 죽이 감방 안 적당히 나대 진짜 아가리 찢 동강 내기 전 어리 할머니 더 시키 이번 거절 뒤지 사 주 레종 사 오
협박 대화,아줌마 다음 주 다코야키 팔데 아줌마 다르 가 붕어빵 팔 팔 팔 나발 많이 팔 이제 양보 하 그러 가 하 그러 알 그냥 사이좋 팔 안 되 제정신 붕어빵 다코야키 팔 나란히 다 죽 흑 진짜 가 없 그렇 동네 오래 살 지금 동네 부심 부리 확 처 맞 그냥 가 그냥 갈
기타 괴롭힘 대화,님 그만 죽 게임 지 이유 님 별로 안 죽 헬프 핑 찍 핑 들어가 죽 정글 욕 님 그만 핑계 대요 똥 손 자꾸 죽 정글 차이 인정 보 팀원 다 인정 사람 인정 하 살 그러 님 키보드 시간 게임 하 님 제발 조용 진짜 양심 없 많이 죽 차단 신고 정지 당하 정신 차리
갈취 대화,강도다 폰 듣 살리 현금 집어넣 거짓말 전부 정말 총 맞 어서 다 담 현금 다 값나가 있 더 넣 살리 발
직장 내 괴롭힘 대화,신 과장 오늘 사직서 쓰 내일 나오 그러 사직서 쓰 얘기 드리 없 사람 착각 신 과장 착각 심하 눈치 없 진짜 자르 모르 알 모르 진짜 갑자기 그러 모르 회사 크 내 없 전 말 회사 세금 횡령 내부 고발 모르 이제 신 과장 내부고발 지금 꽁꽁 숨기 힘들 남 등 칼 꽂 법 어기 신고 겁 내부 고발 사직 법원 가 있 문제 알 동료 믿 외부 신고 사람 더 이상 리 하 자격 없 내쫓 기전 지 정리 내일 자리 비우 말 유망 인재 많 동료 칼 꽂 끝 보 각오 부당 해고 신고 겁 마땅히 하 일 하 이렇 쫓겨나 이유 모르 모르 아직 말 나오 감사 들어가 회사 한동안 고생 많이 하 정도 동료 눈 감아 있 동료 믿음 저버리 빨리 나가 꼴 보 싫 월급 대충 일 날 맞추 계좌 보내주 너무 하 회사 더 있 같 입장 정의 사람 하 이유 못 느끼
갈취 대화,학생 말 배 고프 그러 돈 좀 있 없 부모 용돈 받 있 지금 없 뒤지 나오 정말 없 주머니 밖 보이 흰색 봉투 학원비
갈취 대화,집 있 목걸이 주 안 되 소리 아주 번쩍하니 비싸 보이 갖 안 갖 전부 소리 돈 많잖 기부 안 말 같 소리 나중 더블 치 갚 주 자꾸 이러 연 끊 자꾸 뺏 마지막 진 짜 마지막 딱하 사정 보 금품 갈취야
기타 괴롭힘 대화,아저씨 자리 비키 그러 알리 있 아저씨 꼴 보 말 노숙자 냄 새 미안 하 미안 가게 찾아오 가게 망하 책임 지 그렇 능력 없 오 알
갈취 대화,길동 기업 퇴사 김민수 님 맞 맞 김 대리 컴퓨터 저장 프로젝트 기밀 문서 다 사라지 다 삭제 유 문서 하 부 삭제 그치 파일 있 지 그냥 드리 없 준비 오 일 사이 그냥 좋 넘겨주 없 그냥 경쟁사 넘기 당장 너무 빠르 시간 주 기한 넘기 경쟁사 가져 주
갈취 대화,컴퓨터 랜섬웨어 걸리 빨리 해결 중요 자료 다 있 말 컴퓨터 정보 다 잠금 되 적잖 당황 중요 프로젝트 다 담기 제발 빨리 풀 정보 값 비례 주 면 코드 알리 안 가져오 하 안 주 안 되 얻 있 자료 정도 빼 되 손해 없 최대한 가져오 조금 기다리 크 돈 뽑 없 조금 늦 컴퓨터 있 자료 날리 최대한 약속 지키 좋 이체 리 확인 음 잘 확인 돈 찾 가 경찰 신고 자료 터뜨리 입 쉽 놀리 안 되
협박 대화,눈 없 길 가 사람 치 사과 태도 보소 알 죽 환장 안 들리 쯤 죽이 되 사람
직장 내 괴롭힘 대화,허가 받 아 안전 시설 미흡 하 허가 받 시작 모자라 이제 오 다시 준비 하 안전 사항 미달 조건 너무 많 하 되 알 업체 부탁 그냥 내일 진행 그러 인부 조금 위험 되 후 문제 너무 커지 가 생각 되 지금 시작 안 하 너무 미루 안 보이 그 중요 인부 안전 인부 안전 중요 지금 더 중요 맞 추 진행 못 나 다 모가지 알 인부 말 진행 같 못 하 빠지 대신 다시 기회 없 알
기타 괴롭힘 대화,못생기 알 나 리깔나리 눈 작 코 작 못생기 해 선생 안 테 이르 못생기 스트레스 받 못생기 말대꾸 저리 가 학교 못 다니 나오 마 제발 얼굴 보 싫 비키 엄마 안테 알 나 리깔나 리 못생기 죽
기타 괴롭힘 대화,애 옷 어머님 구 질구질 다니 정말 창피 애 아기 보 급하 부르 대충 나오 잘못 말 아휴 학벌 짧 남 탓 잘 애 결혼 모르 애 어머니 아무리 밉 그렇 애 듣 너무 애 눈물 보이 질색 니 알
직장 내 괴롭힘 대화,신병 이병 김범래 오 뒤지 잘못 듣 카드 그렇 주 쓰 알 표정 안 푸 쓰 알
기타 괴롭힘 대화,짜증 나 놀 왜 갑자기 갑자기 당하 다 좋 지내 안 되 맞 정신 차리 왜 왜 그 말대 꾸 미 안 하 미안 말 왜 하 알
기타 괴롭힘 대화,오늘 건강 검진 날 다 알 몸무게 안 알리 좋 걱정 배 달리 튜브 보 그렇 하 자꾸 놀리 놀리 나 사실 말 자꾸 놀리 선생 이르 쌤한 퉤 이르 뒈 잘 못 이르 진짜 그
기타 괴롭힘 대화,물 떠오 버리 아직 못 끝내 신경 쓰 하 그냥 하 하 뭔 말 많 놓 쓰 안 늘 개 짖 하 진짜 그만 안 하 어쩌 치 쳐보 치 눈 깔
협박 대화,신 인간 설계 잘 하 형 말씀 얻 다 있 귀 눈 다리 형 이 러 어쩌 냐 아직 일 마무 하 보 재혁 새끼 되 말 귓등 안 듣 죄야 새끼 귀 문제 형 살리 제발 안 죽 안 죽 인 마 실수 족하 하 벌써 정신 차리 형 정말 다시 닥치 새끼 실수 가져오 손해 얼 알 생선회 가져오 새끼 귀 뜯 벽 걸 놀라 으악 하 제발
갈취 대화,젓 말 그러 돈 좀 있 돈 없 거짓말 진짜 돈 없 방 뒤지 나오 가만히 있 가방 뒤지
갈취 대화,팟 진짜 좋 나쁘 같 얼마 주 사 잘 모르 외삼촌 사 우 사 외삼촌 있 부 럽 네 고맙 잃어버리 하 더 사 하 안 외삼촌 사 있 사 삼촌 없 되 좋 말 안 맞 정신 번쩍 들 생각 바뀌 왜
갈취 대화,젓 말 있 왜 이리 오 보 러 돈 있 형 빌리 없 뻥치시 좋 말 그냥 주 래 맞 여 지 짜 다예 요
기타 괴롭힘 대화,아줌마 안녕 아줌마 지금 사람 많 안 보이 보이 업무 하 아줌마 사람 피해 주 피 하 청소 깨끗이 하 아 침 걸리적거리 말씀 심하 아줌마 알
갈취 대화,야야 여자 친구 샤넬 들 여자 친구 좀 주 주 주준 엽차 아직 밖 안 말 좀 사정 인마 하루 주 가 빨리 가져오 진 짜 미안 그렇 없 뒤지 맞 가져오 퍽퍽 날 죽이 절대 못 독 하 새끼 꺼지 고맙
직장 내 괴롭힘 대화,선배 뒷담 그만 좀 하 이제 짓치 듣 많이 들 못생기 일 못 팩트 선배 신고 하 시끌벅적 재밌 사과 끝내 참 하 일 하
